"BN_GRETIL
displayName","BN cat.
(key)",GRETIL Path,GRETIL fn,GRETIL link,GRETIL link text,filesize (KB),partial,extract,"alt.
vers.","niche 
doc",note,Work,Alternative Work Names,Author(s),Alternative Author Names,Work ID,Author ID,,,Inexact Matching Work Suggestions,Inexact Matching Author Suggestions,Corroborated Inexact Work ID,Corroborated Inexact Author ID,Corroborated Work ID,Corroborated Author ID,Exact Matching Work Suggestions,Exact Matching Author Suggestions
Isa-Upanisad,GV05,1_veda/4_upa,isup___u,isup___u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/4_upa/isup___u.htm,2.4,,y,,,,Īśa-Upaniṣad,Īśāvāsyopaniṣad,,,,—,41851,70,"[('Rasopaniṣad', '41851', '70%'), ('Mahopaniṣad', '96045', '70%'), ('Darśanopaniṣad', '95975', '69%')]",,,,,,,
Isa-Upanisad,GV05,1_veda/4_upa,isupsb_u,isupsb_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/4_upa/isupsb_u.htm,25.2,,,,,,Īśa-Upaniṣad,Īśāvāsyopaniṣad,,,,—,41851,70,"[('Rasopaniṣad', '41851', '70%'), ('Mahopaniṣad', '96045', '70%'), ('Darśanopaniṣad', '95975', '69%')]",,,,,,,
Madhyamaka śālistamba sūtram,K10,4_rellit/buddh,bsu023_u,bsu023_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu023_u.htm,21.7,,,,,,Madhyamakaśālistambasūtra,,,,,—,88094,70,"[('Śālistambasūtra', '88094', '70%'), ('Madhyāntavibhāgasūtra', '88234', '65%'), ('Madhyamakabharata', '89950', '57%')]",,,,,,,
Adhyardhaśatikā Prajñāpāramitā,K12,4_rellit/buddh,adhsatpu,adhsatpu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/adhsatpu.htm,16,,,,,,Adhyardhaśatikā Prajñāpāramitā,Adhyardhaśatikāprajñāpāramitāsūtra,,,,—,88370,70,"[('Saptaśatikāprajñāpāramitāsūtra', '88370', '70%'), ('Pañcaśatikaprajñāpāramitāsūtra', '89046', '67%'), ('Śatapañcaśatikāprajñāpāramitāsūtra', '88355', '66%')]",,,,,,,
Sekoddeśa [Sekoddeśaṭikā],T02,6_sastra/3_phil/buddh,narsekou,narsekou,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/narsekou.htm,22.9,,,,,,Sekoddeśa,Sekoddeśaṭikā,Nāropa,,,,89376,70,"[('Sekanirdeśa', '89376', '70%'), ('Peṭakopadeśa', '88030', '67%'), ('Niddeśa', '88022', '62%')]","[('Nārada', '112323', '67%'), ('Nāga', '41215', '60%')]",,,,,,
Triskandha sūtra,K10,4_rellit/buddh,bsu039_u,bsu039_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu039_u.htm,3.5,,,,,,Triskandhasūtra,,,,,—,88285,70,"[('Trisaṃvāranirdeśasūtra', '88285', '70%'), ('Ānandasūtra', '94183', '69%'), ('Brahmasūtra', '88037', '69%')]",,,,,,,
Vajravidāraṇā Dhāraṇī,K12,4_rellit/buddh,vjviddhu,vjviddhu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/vjviddhu.htm,4.6,,,,,,Vajravidāraṇā-dhāraṇī,,,,,,113645,70,"[('Vasudhārādhāraṇī', '113645', '70%'), ('Vajramaṇḍadhāraṇīsūtra', '88375', '65%'), ('Vajravārāhī Mantroddhāra', '113420', '62%')]",,,,,,,
Abhidharmadipakārikā: Vimalamitra Karikas 1–383,T07,6_sastra/3_phil/buddh,vabhdilu,vabhdilu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/vabhdilu.htm,49.2,,,,,,Abhidharmadipakārikā,,Vimalamitra,,,,95510,69,"[('Abhedakārikā', '95510', '69%'), ('Abhidharmāvatāra', '88358', '67%'), ('Abhidharmaprakaraṇabhāṣya', '95810', '62%')]",,,,,,,"[('Vimalamitra', '85181')]"
Abhidharmadipakārikā: Vimalamitra,T07,6_sastra/3_phil/buddh,vabhdiku,vabhdiku,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/vabhdiku.htm,76.1,,,,,,Abhidharmadīpakārikā,,Vimalamitra,,,,95510,69,"[('Abhedakārikā', '95510', '69%'), ('Aghapradīpikā', '41715', '67%'), ('Abhidharmāvatāra', '88358', '67%')]",,,,,,,"[('Vimalamitra', '85181')]"
Aparimitāyuḥ Sūtra,K12,4_rellit/buddh,bsu003_u,bsu003_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu003_u.htm,8.4,,,,,,Aparimitāyuḥsūtra,,,,,—,112225,69,"[('Aparājitāstotra', '112225', '69%'), ('Upadeśa on the Aparimitāyus Sūtra', '88242', '64%'), ('Amitābhavyūhasūtra', '88071', '63%')]",,,,,,,
Susena: Ayurvedamahodadhau Annapanavidhi,GS40,6_sastra/7_ayur,samapviu,samapviu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/7_ayur/samapviu.htm,116.6,,,,,,Āyurvedamahodadhau Annapānavidhi,,Suṣeṇa,,,,42413,69,"[('Āyurvedamahodadhi', '42413', '69%'), ('Āyurvedasuddhānidhi', '42371', '67%'), ('Āyurvedīyamantraprayogavidhi', '104163', '63%')]",,,,,,,"[('Suṣeṇa', '109812')]"
Bhaiṣajyaguruvaidūryaprabharāja sūtra,K12,4_rellit/buddh,bsu012_u,bsu012_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu012_u.htm,28.4,,,,,,Bhaiṣajyaguruvaidūryaprabharājasūtra,,,,,—,88181,69,"[('Bhaiṣajyaguruvaidūryaprabhāṣāpūrvapraṇidhānaviśeṣavistarasūtra', '88181', '69%'), ('Vaidūryarājasūtra', '88170', '60%')]",,,,,,,
Brhadyamasmrti,GSD36,6_sastra/4_dharma/smrti,ys182_pu,ys182_pu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/4_dharma/smrti/ys182_pu.htm,24.5,,,,,,Bṛhadyamasmṛti,,,,,—,89627,69,"[('Bṛhadvākyavṛtti', '89627', '69%'), ('Bṛhadāraṇyakavṛtti', '112156', '69%'), ('Bṛhadyogaśata', '42179', '67%')]",,,,,,,
Sarvadurgatipariśodhana tantra,K12,4_rellit/buddh,sdurst_u,sdurst_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/sdurst_u.htm,152.2,,,,,,Sarvadurgatipariśodhana Tantra,,,,,—,113843,69,"[('Durgatipariśodhanamaṇḍala', '113843', '69%'), ('Durgatipariśodhana (Kalpaikadośa)', '113682', '63%'), ('Aṣṭavargasādhanamantra', '111326', '62%')]",,,,,,,
Ekādaśamukha,K14,4_rellit/buddh,bsu015_u,bsu015_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu015_u.htm,6.6,,,,,,Ekādaśamukha,,,,,—,88445,69,"[('Ekādaśamukhihṛdayasūtra', '88445', '69%'), ('Nāndīmukha', '110692', '64%'), ('Nyāyamukha', '88421', '64%')]",,,,,,,
Kṣaṇabhaṅgasiddhi Vyatirekātmikā,T11,6_sastra/3_phil/buddh,bsa0553u,bsa0553u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa0553u.htm,27.9,,,,,,Kṣaṇabhaṅgasiddhi vyatirekātmikā,,,,,—,88851,69,"[('Kṣaṇabhaṅgasiddhi', '88851', '69%'), ('Kṣaṇabhaṅgasiddhi', '89346', '69%')]",,,,,,,
Laghuyamasmrti,GSD36,6_sastra/4_dharma/smrti,ys-99_pu,ys-99_pu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/4_dharma/smrti/ys-99_pu.htm,12.8,,,,,,Laghuyamasmṛti,,,,,—,88657,69,"[('Laghuvākyavṛtti', '88657', '69%'), ('Laghuvṛtti', '42456', '67%'), ('Laghuvṛtti', '89865', '67%'), ('Laghuvṛtti', '95153', '67%'), ('Laghuvṛtti', '109265', '67%'), ('Laghuvṛtti', '113202', '67%'), ('Laghulalitavṛtti', '109761', '67%')]",,,,,,,
Raghavacaitanya: Mahaganapatistotra,GK19,5_poetry/2_kavya,raggancu,raggancu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/raggancu.htm,12.2,,,,,,Mahāgaṇapatistotra,,Rāghavacaitanya,,,,109951,69,"[('Mahāyamaka Stotra', '109951', '69%'), ('Bhagavadbhaktistotra', '108967', '68%'), ('Mahālakṣmīhṛdayastotra', '111036', '65%')]","[('Rāghava Paṇḍita', '85942', '73%'), ('Rāghavānanda', '87631', '67%'), ('Rāghavānanda', '96338', '67%'), ('Rāghavācārya', '86360', '67%')]",,,,,,
Saṃghāṭa sūtra,K10,4_rellit/buddh,samghscu,samghscu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/samghscu.htm,167.6,,,,,,Saṃghāṭasūtra,Saṅghāṭasūtra,,,,—,113657,69,"[('Mahāyānasūtra', '113657', '69%'), ('Mahāmatīsūtra', '88295', '69%'), ('Sūryagarbhasūtra', '88276', '69%')]",,,,,,,
Udicya Syamilaka: Padataditaka,GK20,5_poetry/3_drama,sypadatu,sypadatu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/3_drama/sypadatu.htm,74.1,,,,,,Pāḍatāḍitaka,,Udīcya Śyāmilaka,,,,108816,69,"[('Mukuṭatāḍitaka', '108816', '69%'), ('Nyāsatilaka', '90182', '61%'), ('Śāntiśataka', '108874', '52%')]",,,,,,,
Samaveda-Samhita,GV00,1_veda/1_sam,samavedu,samavedu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/1_sam/samavedu.htm,245.2,,,,,,Sāmaveda-Saṃhitā,,,,,—,106485,69,"[('Nāradasaṃhitā', '106485', '69%'), ('Sāmaveda', '112891', '67%'), ('Nāradīyasaṃhitā', '106757', '65%')]",,,,,,,
Nidānasaṃyukta,K10,4_rellit/buddh,nidansyu,nidansyu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/nidansyu.htm,96.5,,,,,,Nidānasaṃyukta,,,,,—,93081,69,"[('Nyāyasaṃketa', '93081', '69%'), ('Nidānasāra', '42005', '67%'), ('Nidānasaṅgraha', '41967', '64%')]",,,,,,,
Vibhāṣāprabhāvṛtti,T07,6_sastra/3_phil/buddh,vabhdicu,vabhdicu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/vabhdicu.htm,433.9,,,,,,Vibhāṣāprabhāvṛtti,,Vimalamitra,,,,42449,69,"[('Paribhāṣāvṛtti', '42449', '69%'), ('Paribhāṣāvṛitti', '41685', '67%'), ('Bhāṣāvṛtti', '41554', '64%')]",,,,,,,"[('Vimalamitra', '85181')]"
Siva-Purana,GP12,3_purana,sivap1_u,sivap1_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/sivap1_u.htm,230.5,,,,,,Śiva-Purāṇa,,,,,—,110480,69,"[('Śivarahasya Purāṇa', '110480', '69%'), ('Purāṇas', '96098', '67%'), ('Liṅgapurāṇa', '112836', '64%')]",,,,,,,
Bhikṣukarmavākya,K01,6_sastra/3_phil/buddh,bsa068_u,bsa068_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa068_u.htm,24.8,,,,,,Bhikṣukarmavākya,,,,,—,113392,69,"[('Thiravākya', '113392', '69%'), ('Bhaktyutkarṣavāda', '92382', '67%')]",,,,,,,
Matrkabhedatantra,GR13,4_rellit/saiva,mabhedtu,mabhedtu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/mabhedtu.htm,70,,,,,,Mātṛkābhedatantra,,,,,—,112237,69,"[('Vārāhatantra', '112237', '69%'), ('Ākāśabhairavatantra', '110996', '61%'), ('Manthānabhairavatantra', '110468', '56%')]",,,,,,,
Mahāsudarśanāvadāna,K14,4_rellit/buddh,msudarsu,msudarsu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/msudarsu.htm,28.4,,,,,,Mahāsudarśanāvadāna,,,,,—,113502,68,"[('Mahāratnamālāvadāna', '113502', '68%'), ('Sumanāvadāna', '113686', '65%'), ('Saundarananda', '108936', '62%')]",,,,,,,
Parasurama-Kalpasutra,GR13,4_rellit/saiva,parakspu,parakspu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/parakspu.htm,68.9,,,,,,Paraśurāma-Kalpasūtra,,,,,—,41417,68,"[('Paraśurāmapratāpa', '41417', '68%'), ('Kalpasūtra', '42311', '65%'), ('Purandarasūtra', '88761', '51%')]",,,,,,,
Pratisarākalpadhāraṇī,T02,4_rellit/buddh,psarkdhu,psarkdhu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/psarkdhu.htm,3.5,,,,,,Pratisarākalpadhāraṇī,,,,,—,41430,68,"[('Pratāpakalpadruma', '41430', '68%'), ('Pratyaṅgirākalpa', '111012', '65%'), ('Mantradhāraṇī', '113547', '53%'), ('Mantradhāraṇī', '113548', '53%')]",,,,,,,
Vaikhanasamantraprasna,GR14,4_rellit/vaisn,vaimp__u,vaimp__u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/vaisn/vaimp__u.htm,352.2,,,,,,Vaikhānasamantrapraśna,,,,,—,41792,68,"[('Siddhamantraprakāśa', '41792', '68%'), ('Vyāsasiddhāntamanthana', '94112', '64%'), ('Vaikhānasavijaya', '110245', '63%')]",,,,,,,
Sukhāvatīvyūha sūtra saṃkṣiptamātṛkā,K10,4_rellit/buddh,bsu032_u,bsu032_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu032_u.htm,13.5,,,,,,Sukhāvatyamṛtavyūha,Sukhāvatī(amṛta)vyūhasūtra aka the Smaller Sukhāvatīvyūha,,,,—,113721,68,"[('Sukhāvatīvyūhasūtra', '113721', '68%'), ('Samayamayūkha', '41638', '62%')]",,,,,,,
Sukhāvatīvyūha sūtra saṃkṣiptamātṛkā,K10,4_rellit/buddh,sukhvysu,sukhvysu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/sukhvysu.htm,13.1,,,,,,Sukhāvatyamṛtavyūha,Sukhāvatī(amṛta)vyūhasūtra aka the Smaller Sukhāvatīvyūha,,,,—,113721,68,"[('Sukhāvatīvyūhasūtra', '113721', '68%'), ('Samayamayūkha', '41638', '62%')]",,,,,,,
Agamasastra 1: Agamaprakarana,GV05,1_veda/4_upa,agsas_1u,agsas_1u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/4_upa/agsas_1u.htm,42.5,,,,,,Āgamaśāstra 1: Āgamaprakaraṇa,,,,,—,97438,67,"[('Āgamaśāstravivaraṇa', '97438', '67%'), ('Āgamikavastuvicārasāraprakaraṇa', '89408', '63%'), ('Upaśamaprakaraṇa', '101901', '62%')]",,,,,,,
Āryabuddhabalādhānaprātihāryavikurvāṇanirdeśa nāma Mahāyāna Sūtra,K10,4_rellit/buddh,bsu008_u,bsu008_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu008_u.htm,13.2,,,,,,Āryabuddhabalādhānaprātihāryavikurvāṇanirdeśanāma Mahāyānasūtra,,,,,—,88541,67,"[('Buddhabālādhānapratihāryavikūrvananirdeśa', '88541', '67%')]",,,,,,,
Srinivasamakhi Vedantadesika: Dasavidhahetunirupana,GR14,4_rellit/vaisn,sdahen_u,sdahen_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/vaisn/sdahen_u.htm,235.9,,,,,,Daśavidhahetunirūpaṇa,,Vedānta Deśika,"Vedāntadeśika, Veṅkaṭanātha",,,104760,67,"[('Dravyaguṇanirūpaṇa', '104760', '67%'), ('Auṣadhanirūpaṇa', '41943', '67%'), ('Śabdabhedanirūpaṇa', '42496', '62%')]","[('Kumāra Vedānta Deśika', '85637', '80%'), ('Vedāntavāgīśa', '100158', '67%')]",,,,,,"[('Veṅkaṭanātha', '87942'), ('Vedāntadeśika', '85613')]"
Garuda-Purana 1,GP12,3_purana,garup1_u,garup1_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/garup1_u.htm,1043.7,,,,,,Garuḍa-Purāṇa,,,,95988,—,,67,"[('Gāruḍa Mahāpurāṇa', '95988', '67%'), ('Varāhapurāṇa', '111298', '64%'), ('Purāṇas', '96098', '60%')]",,,,,,,
Poṣadhasthāpanavastu,K01,4_rellit/buddh,vinv14_u,vinv14_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/vinv14_u.htm,16.3,,,,,,Poṣadhasthāpanavastu,,,,,—,110677,67,"[('Grahasthāpana', '110677', '67%')]",,,,,,,
Śatagāthā,T15,6_sastra/3_phil/buddh,bsa060_u,bsa060_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa060_u.htm,14.1,,,,,,Śatagāthā,,,,,—,41921,67,"[('Jaina gāthās', '41921', '67%'), ('Kaivalyagāthā', '92308', '64%'), ('Dattagītā', '96731', '56%')]",,,,,,,
Mahāmantrānusāriṇī mahāsūtra,K10,4_rellit/buddh,mahama_u,mahama_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/mahama_u.htm,10.5,,,,,,Mahāmantrānusāriṇī,,,,,—,105720,67,"[('Kāmadhenusāriṇī', '105720', '67%'), ('Nāmasāriṇī', '108405', '64%'), ('Ratnasāriṇī', '90472', '55%')]",,,,,,,
Prātimokṣa sūtra,K01,4_rellit/buddh,bsu046_u,bsu046_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu046_u.htm,77.3,,,,,,Prātimokṣasūtra,,,,...,—,109273,67,"[('Kāmasūtra', '109273', '67%'), ('Aupapātikasūtra', '95946', '67%'), ('Prayākhyānasūtra', '89457', '65%')]",,,,,,,
Prātimokṣasūtra of the Sarvastivadins,K01,4_rellit/buddh,prmosu_u,prmosu_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/prmosu_u.htm,62.7,,,,,,Prātimokṣasūtra,,,,...,—,109273,67,"[('Kāmasūtra', '109273', '67%'), ('Aupapātikasūtra', '95946', '67%'), ('Prayākhyānasūtra', '89457', '65%')]",,,,,,,
Prātimoksasutra Mulasarvastivadin,K01,4_rellit/buddh,prmosubu,prmosubu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/prmosubu.htm,72.8,,,,,,Prātimokṣasūtra,,,,...,—,109273,67,"[('Kāmasūtra', '109273', '67%'), ('Aupapātikasūtra', '95946', '67%'), ('Prayākhyānasūtra', '89457', '65%')]",,,,,,,
Prātimoksasutra fragments,K01,4_rellit/buddh,prmosufu,prmosufu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/prmosufu.htm,19.7,,,,,,Prātimokṣasūtra,,,,...,—,109273,67,"[('Kāmasūtra', '109273', '67%'), ('Aupapātikasūtra', '95946', '67%'), ('Prayākhyānasūtra', '89457', '65%')]",,,,,,,
Prātimoksasutra of the Lokottaravadimahasanghika,K01,4_rellit/buddh,prmosulu,prmosulu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/prmosulu.htm,78.7,,,,,,Prātimokṣasūtra,,,,...,—,109273,67,"[('Kāmasūtra', '109273', '67%'), ('Aupapātikasūtra', '95946', '67%'), ('Prayākhyānasūtra', '89457', '65%')]",,,,,,,
Karmavastu,K01,4_rellit/buddh,vinv10_u,vinv10_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/vinv10_u.htm,19.3,,,,,,Karmavastu,,,,,—,42253,67,"[('Karmavipāka', '42253', '67%'), ('Karmaprakṛti', '89137', '64%'), ('Karmaprakṛti', '89061', '64%'), ('Karmaprakṛti', '89987', '64%'), ('Karmaprakṛti', '91066', '64%'), ('Karmaprakṛti', '95443', '64%'), ('Karmagrantha', '89413', '64%'), ('Karmagrantha', '95054', '64%')]",,,,,,,
Katyayanasmrti,GSD36,6_sastra/4_dharma/smrti,katy2p_u,katy2p_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/4_dharma/smrti/katy2p_u.htm,125.3,,,,,,Kātyāyanasmṛti,Kātyāyanasmṛtisāroddhāra,,,,—,109740,67,"[('Kātantravṛtti', '109740', '67%'), ('Kātyāyanāvadānasūtra', '88040', '65%'), ('Manusmṛti', '102278', '61%')]",,,,,,,
"Linga-Purana 2,1–55",GP12,3_purana,lip_2__u,lip_2__u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/lip_2__u.htm,310.5,y,,,,"actually complete, second half is just shorter","Liṅga-Purāṇa 2,1–55",,,,,—,112836,67,"[('Liṅgapurāṇa', '112836', '67%')]",,,,,,,
Mahāsamnipātaratnaketudhāraṇī [Ratnaketuparivarta],K10,4_rellit/buddh,bsu024_u,bsu024_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu024_u.htm,164.8,,,,,,Mahāsannipātaratnaketudhāraṇīsūtra,"Ratnaketuparivarta, Ratnaketudhāraṇīsūtra",,,,—,88476,67,"[('Mahābāladharmaikadhāraṇīsūtra', '88476', '67%'), ('Mahāsannipātāvadānarājasūtra', '88475', '65%'), ('Mahādharmolkādhāraṇīsūtra', '88473', '64%')]",,,,,,,
Mahāsamnipātaratnaketudhāraṇī [Ratnaketuparivarta],K10,4_rellit/buddh,ratnakeu,ratnakeu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/ratnakeu.htm,196.6,,,,,,Mahāsannipātaratnaketudhāraṇīsūtra,"Ratnaketuparivarta, Ratnaketudhāraṇīsūtra",,,,—,88476,67,"[('Mahābāladharmaikadhāraṇīsūtra', '88476', '67%'), ('Mahāsannipātāvadānarājasūtra', '88475', '65%'), ('Mahādharmolkādhāraṇīsūtra', '88473', '64%')]",,,,,,,
Mahāpratisarāvidyādhāraṇī,K12,4_rellit/buddh,mprsvdhu,mprsvdhu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/mprsvdhu.htm,13.8,,,,,,Mahāpratisarāvidyādhāraṇī,,,,,—,112260,67,"[('Mahāpratyaṅgirāvidhi', '112260', '67%'), ('Mahāpratyaṅgirāmahāvidyārājñī', '113830', '67%')]",,,,,,,
Maitrayani-Samhita,GV00,1_veda/1_sam,maitrs_pu,maitrs_pu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/1_sam/maitrs_pu.htm,1036.5,,,,,,Maitrāyaṇī-Saṃhitā,,,,,—,41894,67,"[('Maitrāyaṇīypaniṣad', '41894', '67%'), ('Ātreyasaṃhitā', '42366', '65%'), ('Varāhasaṃhitā', '108085', '65%')]",,,,,,,
Mañjuśrīmūlakalpa,K12,4_rellit/buddh,bsu041_u,bsu041_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu041_u.htm,1330.5,,,,,,Mañjuśrīmūlakalpa,Āryamañjuśrī Mūlakalpa,,,,—,41744,67,"[('Mañjarīmakaranda', '41744', '67%'), ('Tāmbūlakalpa', '105044', '62%'), ('Daśakalpa', '104742', '62%')]",,,,,,,
Mārīcīnāmadhāraṇī,K12,4_rellit/buddh,maricdhu,maricdhu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/maricdhu.htm,3.3,,,,,,Mārīcīnāmadhāraṇī,,,,,—,113547,67,"[('Mantradhāraṇī', '113547', '67%'), ('Mantradhāraṇī', '113548', '67%'), ('Marīcidhāraṇīsūtra', '88387', '63%'), ('Vasudhārādhāraṇī', '113645', '61%')]",,,,,,,
Yamasmrti,GSD36,6_sastra/4_dharma/smrti,ys-78_pu,ys-78_pu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/4_dharma/smrti/ys-78_pu.htm,9.9,,,,,,Yamasmṛti,,,,...,—,102278,67,"[('Manusmṛti', '102278', '67%'), ('Yājñavalkyasmṛti', '102265', '64%'), ('Ramalāmṛta', '107102', '63%')]",,,,,,,
Yamasmrti,GSD36,6_sastra/4_dharma/smrti,yssoutpu,yssoutpu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/4_dharma/smrti/yssoutpu.htm,18.8,,,y,,Southern,Yamasmṛti,,,,...,—,102278,67,"[('Manusmṛti', '102278', '67%'), ('Yājñavalkyasmṛti', '102265', '64%'), ('Ramalāmṛta', '107102', '63%')]",,,,,,,
Matsyapurana,GP12,3_purana,mtp176pu,mtp176pu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/mtp176pu.htm,1155.4,,,,,,Matsya-Purāṇa,,,,...,—,96053,67,"[('Mārkaṇḍeya Purāṇa', '96053', '67%'), ('Śivarahasya Purāṇa', '110480', '65%'), ('Nāradīya Purāṇa', '110297', '64%')]",,,,,,,
Naradasmrti,GSD36,6_sastra/4_dharma/smrti,narads_u,narads_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/4_dharma/smrti/narads_u.htm,126.9,,,,,,Nāradasmṛti,,,,...,—,106485,67,"[('Nāradasaṃhitā', '106485', '67%'), ('Tāratamyavṛtti', '92179', '64%'), ('Nāradīyasaṃhitā', '106757', '62%')]",,,,,,,
Naradasmrti,GSD36,6_sastra/4_dharma/smrti,nars2_pu,nars2_pu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/4_dharma/smrti/nars2_pu.htm,121.1,,,y,,"relation between versions unclear, both appear to be based on same edition",Nāradasmṛti,,,,,—,106485,67,"[('Nāradasaṃhitā', '106485', '67%'), ('Tāratamyavṛtti', '92179', '64%'), ('Nāradīyasaṃhitā', '106757', '62%')]",,,,,,,
Pancavimsabrahmana,GV02,1_veda/2_bra,pncvbr1u,pncvbr1u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/2_bra/pncvbr1u.htm,428.1,,,,,,Pañcaviṃśabrāhmaṇa,,,,...,—,91945,67,"[('Pañcaślokīvivaraṇa', '91945', '67%'), ('Pañcaślokīvivaraṇa', '92404', '67%'), ('Pañcasvarājātaka', '106702', '65%'), ('Pañcasvara', '106633', '64%')]",,,,,,,
Atharvavidhikathana,GV06,1_veda/5_vedang/2_paris,dantyovu,dantyovu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/5_vedang/2_paris/dantyovu.htm,2.8,,,,,,Dantyoṣṭhyavidhi,,,,,—,41927,67,"[('Pratyauṣadhavidhi', '41927', '67%'), ('Pathyāpathyavidhi', '42109', '67%'), ('Pathyāpathyavidhi', '42300', '67%'), ('Sandhyāvidhi', '111359', '64%')]",,,,,,,
Raghunathadasa Gosvami: Muktacarita,GR14,4_rellit/vaisn,muktacau,muktacau,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/vaisn/muktacau.htm,150.3,,,,,,Muktācarita,,Raghunāthadāsa Gosvāmī,,,,96331,67,"[('Rāmacarita', '96331', '67%'), ('Muktāphala', '42117', '67%'), ('Mukticandrikā', '93902', '67%')]","[('Raghunātha Dāsa', '85896', '70%'), ('Raghunātha Dāsa', '86310', '70%'), ('Sanātana Gosvāmin', '85840', '67%'), ('Raghunātha Sarasvatī', '87637', '67%')]",,,,,,
